Unnamed: 0,Text,Grade
0,"High above there is the Moon, cold and quiet, no air, no life, but glowing in the sky.
Here below there are three men who close themselves in special clothes, who--click--lock hands in heavy gloves, who--click--lock heads in large round helmets. 
It is summer here in Florida, hot, and near the sea. But now these men are dressed for colder, stranger places. They walk with stiff and awkward steps in suits not made for Earth. 
They have studied and practiced and trained, and said good-bye to family and friends. If all goes well, they will be gone for one week, gone where no one has been. 
Their two small spaceships are Columbia and Eagle. They sit atop the rocket that will raise them into space, a monster of a machine: It stands thirty stories, it weighs six million pounds, a tower full of fuel and fire and valves and pipes and engines, too big to believe, but built to fly--the mighty, massive Saturn V. 
The astronauts squeeze in to Columbia's sideways seats, lying on their backs, facing toward the sky--Neil Armstrong on the left, Michael Collins in the right, Buzz Aldrin in the middle. 
Click and they fasten straps. 
Click and the hatch is sealed. 
There they wait, while the Saturn hums beneath them. 
Near the rocket, in Launch Control, and far away in Houston, in Mission Control, there are numbers, screens, and charts, ways of watching and checking every piece of the rocket and ships, the fuel, the valves, the pipes, the engines, the beats of the astronauts' hearts. 
As the countdown closes, each man watching is asked the question: GO/NO GO? 
And each man answers back: ""GO."" ""GO."" ""GO."" 
Apollo 11 is GO for launch. 
",0.0
1,"""A 'From Seed to Plant' Project."" 
How to raise bean plants. 
1. Find a clean glass jar. Take a piece of black construction paper and roll it up. 
2. Slide the paper into the jar. Fill the jar with water. 
3. Wedge the bean seeds between the black paper and the glass. Put the jar in a warm place. 
4. In a few days the seeds will begin to sprout. Watch the roots grow down. The shoots will grow up. 
5. Put dirt into a big clay pot. 
6. Carefully remove the small plants from the glass jar. Place them in the soil, covering them up to the base of their shoots. 
7. Water them... and watch them grow. 
",0.0
2,"I wiped my hands on my apron and went to the window. Outside, the prairie reached out and touched the places where the sky came down. Though the winter was nearly over, there were patches of snow everywhere. I looked at the long dirt road that crawled across the plains, remembering the morning that Mama had died, cruel and sunny. They had come for her in a wagon and taken her away to be buried. And then the cousins and aunts and uncles had come and tried to fill up the house. But they couldn't.
Slowly, one by one, they left. And then the days seemed long and dark like winter days, even though it wasn't winter. And Papa didn't sing.
",0.0
3,"Sunshine warms the earth.
If the sun stopped shining, the earth would get colder and colder. We would freeze. The whole earth would freeze. 
The sun shines all through the year. But we are warmer in summer than in winter. The amount of sunshine makes the difference. 
The earth spins around, or rotates, once in twenty-four hours. That's why we have a day and night. When we are on the sun side of the earth, there is daylight. As the earth rotates, we turn away from the sun. There is sunset and then night. 
At the same time that the earth spins, it goes around the sun. The earth takes a year to make one trip around the sun. 
During a year the length of our day changes. In winter the days are short. It may be dark by the time you get home from school. It is cold because we don't get many hours of sunshine. 
As we move into spring, days become longer, by summer they are even longer. 
The days may be so long that it is still light when you go to bed. It is warm because we get many hours of sunshine. After the long days of summer, the days begin to get shorter and cooler. It is fall and time to go back to school. 
All through the year the earth had been rotating once in twenty-four hours, giving us day and night. And all through the year the lengths of darkness and daylight have been changing. The seasons have been changing too. 
",0.0
4,"Bats are the only mammals that can really fly, and flight has made them very successful. There are more than nine hundred species, living in almost every habitat from subarctic tundra to tropical forests and deserts. Birds may rule the air by day, but bats are the monarchs of the night. 
This book is about one of the pipistrelle bats. Pipistrelles are found around the world, from North America to Africa, Europe, Asia, and Australia. 
Bat is waking, upside down as usual, hanging by her toenails. 
Her beady eyes open. 
Her pixie ears twitch. 
She shakes her thistledown fur. 
She unfurls her wings, made of skin so fine the finger bones inside show through. 
The pipistrelle bat's body is no bigger than your thumb. 
A bat's wing is its arm and hand. Four extra-long fingers support the skin of the wing. 
Bats' toes are shaped like hooks, so it's no effort for a bat to hang upside down. 
Now she unhooks her toes and drops into black space. With a sound like a tiny umbrella opening, she flaps her wings. 
Bat is flying. 
",0.0
5,"Long, long ago, before people knew anything about dinosaurs, giant bones were found in China. Wise men who saw the bones tried to guess what sort of enormous animal they could have come from. 
After they studied the fossil bones, the ancient Chinese decided that they came from dragons. They thought these dragons must have been magic dragons to be so large. And they believed that dragons could still be alive. 
Boy, were they wrong! 
No one knows exactly what dinosaurs looked like. All that is left of them are fossil bones and a few other clues. Now that we think that many of our own past guesses about dinosaurs were just as wrong as those of ancient China. 
Some of our mistakes were little ones. When the first fossil bones of Iguanodon were found, one was shaped like a rhino's horn. Scientists guessed that the strange horn fit like a spike on Iguanodon's nose. 
Boy, were we wrong about Iguanodon! 
When a full set of fossil bones was found later, there were two pointed bones, they were part of Iguanodon's hands, not its nose! 
Other new clues show us that we may have been wrong about every kind of dinosaur. 
Some of our first drawings of dinosaurs showed them with their elbows and knees pointing out to the side, like a lizard's. With legs like that, big dinosaurs could only waddle clumsily on all fours or float underwater. 
Now we know that their legs were straight under them, like a horse's. Dinosaurs were not clumsy. The sizes and shapes of their leg bones see to show that some were as fast and graceful as deer. 
",0.0
6,"Every single President has taken this oath: ""I do solemnly swear (or affirm) that I will faithfully execute the office of President of the United States, and will to the best of my ability, preserve, protect, and defend the Constitution of the United States."" 
Only thirty-five words! But it's a big order if you're President of this country. Abraham Lincoln was tops at filling that order. ""I know very well that many others might in this matter or as in others, do better than I can,"" he said. ""But... I am here. I must do the best I can, and bear the responsibility of taking the course which I feel I ought to take."" 
That's the bottom line. Tall, short, fat, thin, talkative, quiet, vain, humble, lawyer, teacher, or soldier--this is what most of our Presidents have tried to do, each in his own way. Some succeeded. Some failed. If you want to be President--a good President--pattern your self after the best. Our best have asked more of themselves than they thought they could give. They have had the courage, spirit, and will to do what they knew was right. Most of all, their first priority has always been the people and the country they served. 
",0.0
7,"There was once a man and his name was Isaac. He lived in such poverty that again and again he went to bed hungry. 
One night, he had a dream. 
In his dream, a voice told him to go to the capital city and look for a treasure under the bridge by the Royal Palace. ""It is only a dream,"" he thought when he woke up, and he paid no attention to it. 
The dream came back a second time. And Isaac still paid no attention to it. 
When the dream came back a third time, he said, ""Maybe it's true,"" and so he set out on his journey. 
Now and then, someone gave him a ride, but most of the way he walked. 
He walked through forests. 
He crossed over mountains. 
Finally he reached the capital city. 
But when he came to the bridge by the Royal Palace, he found that it was guarded day and night. 
He did not dare to search for the treasure. Yet he returned to the bridge every morning and wandered around it until dark. 
One day, the captain of the guards asked him, ""Why are you here?"" 
Isaac told him the dream. The captain laughed. 
""You poor fellow,"" he said, ""what a pity you wore your shoes out for a dream! Listen, if I believed a dream I once had, I would go right now to the city you came from, and I'd look for a treasure under the stove in the house of a fellow named Isaac."" And he laughed again. 
Isaac bowed to the captain and started on his long way home. 
He crossed over mountains. 
He walked through forests. 
Now and then, someone gave him a ride, but most of the way he walked. 
At last he reached his own town. 
When he got home, he dug under his stove, and there he found the treasure. 
In thanksgiving, he built a house of prayer, and in one of its corners he put an inscription: Sometimes one must travel far to discover what is near. Isaac sent the captain of the guards a priceless ruby. And for the rest of his days he lived in contentment and he was never poor again. 
",0.0
12,"A hideous giant lumbered into the clearing. He carried nearly half a forest's worth of wood on his back. His monstrous head jutted from his body like a shaggy mountain peak. A single eye bulged in the center of his forehead. 
The monster was Polyphemus. He was the most savage of all the Cyclopes, a race of fierce one-eyed giants who lived without laws or leader. The Cyclopes were ruthless creatures who were known to capture and devour any sailors who happened near their shores. 
Polyphemus threw down his pile of wood. As it crashed to the ground, Odysseus and his men fled to the darkest corners of the cave. 
Unaware that the Greeks were hiding inside, Polyphemus drove his animals into the cave. Then he rolled a huge boulder over its mouth to block out the light of day and imprison his flock inside. 
Twenty-four wagons could not haul that rock away, Odysseus thought desperately. How will we escape this monster? 
Odysseus' men trembled with terror as the giant made a small fire and milked his goats in the shadowy light. His milking done, he threw more wood on his fire. The flame blazed brightly, lighting up the corners of the cave where Odysseus and his men were hiding. 
""What's this? Who are you? From where do you come?"" the giant boomed. He glared at the Greeks with his single eye. ""Are you pirates who steal the treasure of others?"" 
Odysseus' men were frozen with terror. But Odysseus hid his own fear and stepped toward the monster. 
""We are not pirates,"" he said, ""We are Greeks blown off course by storm winds. Will you offer us the gift of hospitality like a good host? If you do, mighty Zeus, king of the gods, will be pleased. Zeus is the guardian of all strangers."" 
""Fool!"" the giant growled. ""Who are you to tell me to please Zeus? I am a son of Poseidon, god of the seas! I am not afraid of Zeus!"" 
Odysseus' men cowered in fear. 
Polyphemus moved closer to Odysseus. He spoke in a soft, terrible voice. ""But tell me, stranger, where is your ship? Near or far from shore?"" 
Odysseus knew Polyphemus was trying to trap him. ""Our ship was destroyed in the storm,"" he lied. ""It was dashed against the rocks. With these good men I escaped, I ask you again, will you welcome us?"" 
",0.0
13,"Has this ever happened to you? 
You find a loose tooth in your mouth. 
Yikes! You can wiggle it with your finger. 
You can push it back and forth with your tongue. 
Then one day it falls out. 
There you are with your old baby tooth in your hand and a big hole in your mouth. 
It happens to everyone, everywhere, all over the world. 
""Look! Look! My tooth fell out! My tooth fell out!"" 
But what happens next? 
What in the world do you do with your tooth? 
North America. 
United States. 
I put my tooth under my pillow. While I'm sound asleep, the Tooth Fairy will come into my room, take my tooth, and leave some money in its place. 
Mexico. 
When I go to sleep, I leave my tooth in a box on the bedside table. I hope El Raton, the magic mouse, will take my tooth and bring me some money. He leaves more money for a front tooth. 
Yupik. 
My mother wraps my tooth in a food, like meat or bread. Then I feed it to a female dog and say, ""Replace this tooth with a better one."" 
Yellowknife Dene. 
My mother or grandmother takes my tooth and puts it in a tree and then my family dances around it. This makes certain that my new tooth will grow in as straight as a tree. 
Navajo. 
My mother saves my tooth until my mouth stops hurting. Then we take my tooth to the southeast, away from our house. We bury the tooth on the east side of a healthy young sagebrush, rabbit bush, or pinyon tree because we believe that east is the direction associated with childhood. 
",0.0
