Unnamed: 0,Text,Grade
4,"Bats are the only mammals that can really fly, and flight has made them very successful. There are more than nine hundred species, living in almost every habitat from subarctic tundra to tropical forests and deserts. Birds may rule the air by day, but bats are the monarchs of the night. 
This book is about one of the pipistrelle bats. Pipistrelles are found around the world, from North America to Africa, Europe, Asia, and Australia. 
Bat is waking, upside down as usual, hanging by her toenails. 
Her beady eyes open. 
Her pixie ears twitch. 
She shakes her thistledown fur. 
She unfurls her wings, made of skin so fine the finger bones inside show through. 
The pipistrelle bat's body is no bigger than your thumb. 
A bat's wing is its arm and hand. Four extra-long fingers support the skin of the wing. 
Bats' toes are shaped like hooks, so it's no effort for a bat to hang upside down. 
Now she unhooks her toes and drops into black space. With a sound like a tiny umbrella opening, she flaps her wings. 
Bat is flying. 
",0.0
5,"Long, long ago, before people knew anything about dinosaurs, giant bones were found in China. Wise men who saw the bones tried to guess what sort of enormous animal they could have come from. 
After they studied the fossil bones, the ancient Chinese decided that they came from dragons. They thought these dragons must have been magic dragons to be so large. And they believed that dragons could still be alive. 
Boy, were they wrong! 
No one knows exactly what dinosaurs looked like. All that is left of them are fossil bones and a few other clues. Now that we think that many of our own past guesses about dinosaurs were just as wrong as those of ancient China. 
Some of our mistakes were little ones. When the first fossil bones of Iguanodon were found, one was shaped like a rhino's horn. Scientists guessed that the strange horn fit like a spike on Iguanodon's nose. 
Boy, were we wrong about Iguanodon! 
When a full set of fossil bones was found later, there were two pointed bones, they were part of Iguanodon's hands, not its nose! 
Other new clues show us that we may have been wrong about every kind of dinosaur. 
Some of our first drawings of dinosaurs showed them with their elbows and knees pointing out to the side, like a lizard's. With legs like that, big dinosaurs could only waddle clumsily on all fours or float underwater. 
Now we know that their legs were straight under them, like a horse's. Dinosaurs were not clumsy. The sizes and shapes of their leg bones see to show that some were as fast and graceful as deer. 
",0.0
6,"Every single President has taken this oath: ""I do solemnly swear (or affirm) that I will faithfully execute the office of President of the United States, and will to the best of my ability, preserve, protect, and defend the Constitution of the United States."" 
Only thirty-five words! But it's a big order if you're President of this country. Abraham Lincoln was tops at filling that order. ""I know very well that many others might in this matter or as in others, do better than I can,"" he said. ""But... I am here. I must do the best I can, and bear the responsibility of taking the course which I feel I ought to take."" 
That's the bottom line. Tall, short, fat, thin, talkative, quiet, vain, humble, lawyer, teacher, or soldier--this is what most of our Presidents have tried to do, each in his own way. Some succeeded. Some failed. If you want to be President--a good President--pattern your self after the best. Our best have asked more of themselves than they thought they could give. They have had the courage, spirit, and will to do what they knew was right. Most of all, their first priority has always been the people and the country they served. 
",0.0
7,"There was once a man and his name was Isaac. He lived in such poverty that again and again he went to bed hungry. 
One night, he had a dream. 
In his dream, a voice told him to go to the capital city and look for a treasure under the bridge by the Royal Palace. ""It is only a dream,"" he thought when he woke up, and he paid no attention to it. 
The dream came back a second time. And Isaac still paid no attention to it. 
When the dream came back a third time, he said, ""Maybe it's true,"" and so he set out on his journey. 
Now and then, someone gave him a ride, but most of the way he walked. 
He walked through forests. 
He crossed over mountains. 
Finally he reached the capital city. 
But when he came to the bridge by the Royal Palace, he found that it was guarded day and night. 
He did not dare to search for the treasure. Yet he returned to the bridge every morning and wandered around it until dark. 
One day, the captain of the guards asked him, ""Why are you here?"" 
Isaac told him the dream. The captain laughed. 
""You poor fellow,"" he said, ""what a pity you wore your shoes out for a dream! Listen, if I believed a dream I once had, I would go right now to the city you came from, and I'd look for a treasure under the stove in the house of a fellow named Isaac."" And he laughed again. 
Isaac bowed to the captain and started on his long way home. 
He crossed over mountains. 
He walked through forests. 
Now and then, someone gave him a ride, but most of the way he walked. 
At last he reached his own town. 
When he got home, he dug under his stove, and there he found the treasure. 
In thanksgiving, he built a house of prayer, and in one of its corners he put an inscription: Sometimes one must travel far to discover what is near. Isaac sent the captain of the guards a priceless ruby. And for the rest of his days he lived in contentment and he was never poor again. 
",0.0
8,"On the first day of our village school in Japan, there was a boy missing. 
He was found hidden away in the dark space underneath the schoolhouse floor. 
None of use knew him. He was nicknamed Chibi because he was very small. Chibi means ""tiny boy."" 
This strange boy was afraid of our teacher and could not learn a thing. 
He was afraid of the children and could not make friends with them at all. 
He was left alone in the study time. 
He was left alone in the play time. 
He was always at the end of the line, always at the foot of the class, a forlorn little tag-along. 
Soon Chibi began to make his eyes cross eyed so that he was not able to see whatever he did not want to see.
And Chibi found many ways, one after another, to kill time and amuse himself. 
Just the ceiling was interesting enough for him to watch for hours. 
The wooden top of his desk was another interesting thing to watch. 
A patch of cloth on a boyÕs shoulder was something to study. 
Of course the window showed him many things all year round. 
Even when it was raining the window had surprising things to show him.
On the playground, if he closed his eyes and listened, Chibi could hear many different sounds, near and far. 
And Chibi could hold and watch insects and grubs that most of us wouldnÕt touch or even look it. 
So that not only the children in our class but the older ones and even the younger ones called him stupid and slowpoke.
But, slowpokes or not, day after day Chibi came trudging to school. 
He always carried the same lunch, a rice ball wrapped in a radish leaf. 
Even when it rained or stormed he still came trudging along, wrapped in a raincoat made from dried zebra grass. 
And so, day by day, five years went by, and we were in the sixth grade, the last class in school.
",0.0
9,"Once upon a time there lived a very lazy bear who had lots of money and lots of land. His father had been a hard worker and a smart business bear, and he had given all of his wealth to his son. 
But all Bear wanted to do was sleep. 
Not far down the road lived a hare. Although Hare was clever, he sometimes got into trouble. He had once owned land, too, but now he had nothing. He had lost a risky bet with a tortoise and had sold off all of his land to Bear to pay off the debt. 
Hare and his family were in very bad shape.
""The children are so hungry father bear! We must think of something!"" Mrs. Hare cried one day. So Hare and Mrs. Hare put their heads together and cooked up a plan.
Bear stared at his pile. ""But, Hare, all the best parts are in your half!"" 
""You chose the tops, Bear,"" Hare said. 
""Now, Hare, you've tricked me. You plant this field again--and this season I want the bottoms!"" 
Hare agreed. ""It's a done deal, Bear."" 
",0.0
10,"My little brother, Huey, my best friend, Gloria, and I were sitting on our front steps. It was one of those hot summer days when everything stands still. We didn't know what to do. We were watching the grass grow. It didn't grow fast. 
""You know something?"" Gloria said. ""This is a slow day."" 
""It's so slow the dogs don't bark,"" Huey said. 
""It's so slow the flies don't fly,"" Gloria said. 
""It's so slow ice cream wouldn't melt,"" I said. 
""If we had any ice cream,"" Huey said. 
""But we don't,"" Gloria said. 
We watched the grass some more. 
""We'd better do something,"" I said. 
""Like what?"" Gloria asked. 
""We could go visit Dad,"" Huey said. 
""That's a terrible idea,"" I said. 
""Why? Huey asked. ""I like visiting Dad."" 
My father has a shop about a mile from our house where he fixes cars. Usually it is fun to visit him. If he has customers, he always introduces us as if we were important guests. If he doesn't have company, sometimes he lets us ride in the cars he puts up on the lift. Sometimes he buys us treats. 
""Huey,"" I said, ""Usually, visiting Dad is a good idea. Today, it's a dangerous idea."" 
""Why?"" Gloria asked. 
""Because we're bored,"" I said. ""My dad hates it when people are bored. He says the world is so interesting nobody should ever be bored."" 
""I see,"" Gloria said, as if she didn't. 
""So we'll go see him,"" Huey said, ""and we just won't tell him we're bored. We're bored, but we won't tell him."" 
""Just so you remember that!"" I said. 
""Oh, I'll remember,"" Huey said. 
Huey was wearing his angel look. When he has that look you know he'll never remember anything. 
",0.0
11,"This island is covered with snow. No trees grow. Nothing has green leaves. The land is white as far as you can see. 
Then something small and round and black pokes up out of the snow. 
A black nose sniffs the air. Then a smooth white head appears. A mother polar bear heaves herself out of her den. 
A cub scrambles after her. 
When the cub was born four months ago, he was no bigger than a guinea pig. Blind and helpless, he snuggled in his mother's fur. He drank her milk and grew, safe from the long Arctic winter. 
Outside the den, on some days, it was fifty degrees below zero. From October to February, the sun never rose. 
Now it is spring--even though snow still covers the land. The cub is about the size of a cocker spaniel. He's ready to leave the den. For the first time, he sees bright sunlight and feels the wind ruffle his fur. 
The cub tumbles and slides down icy hills. His play makes him strong and teaches him to walk and run in snow. 
Like his mother, the cub is built to survive in the Arctic. His white fur will grow to be six inches thick--longer than your hand. The skin beneath the cub's fur is black. It soaks up the heat of the sun. Under the skin is a layer of fat. Like a snug blanket, this blubber keeps in the heat of the bear's body. 
Polar bears get too hot more easily than they get too cold. They stretch out on the ice to cool off. 
",0.0
12,"A hideous giant lumbered into the clearing. He carried nearly half a forest's worth of wood on his back. His monstrous head jutted from his body like a shaggy mountain peak. A single eye bulged in the center of his forehead. 
The monster was Polyphemus. He was the most savage of all the Cyclopes, a race of fierce one-eyed giants who lived without laws or leader. The Cyclopes were ruthless creatures who were known to capture and devour any sailors who happened near their shores. 
Polyphemus threw down his pile of wood. As it crashed to the ground, Odysseus and his men fled to the darkest corners of the cave. 
Unaware that the Greeks were hiding inside, Polyphemus drove his animals into the cave. Then he rolled a huge boulder over its mouth to block out the light of day and imprison his flock inside. 
Twenty-four wagons could not haul that rock away, Odysseus thought desperately. How will we escape this monster? 
Odysseus' men trembled with terror as the giant made a small fire and milked his goats in the shadowy light. His milking done, he threw more wood on his fire. The flame blazed brightly, lighting up the corners of the cave where Odysseus and his men were hiding. 
""What's this? Who are you? From where do you come?"" the giant boomed. He glared at the Greeks with his single eye. ""Are you pirates who steal the treasure of others?"" 
Odysseus' men were frozen with terror. But Odysseus hid his own fear and stepped toward the monster. 
""We are not pirates,"" he said, ""We are Greeks blown off course by storm winds. Will you offer us the gift of hospitality like a good host? If you do, mighty Zeus, king of the gods, will be pleased. Zeus is the guardian of all strangers."" 
""Fool!"" the giant growled. ""Who are you to tell me to please Zeus? I am a son of Poseidon, god of the seas! I am not afraid of Zeus!"" 
Odysseus' men cowered in fear. 
Polyphemus moved closer to Odysseus. He spoke in a soft, terrible voice. ""But tell me, stranger, where is your ship? Near or far from shore?"" 
Odysseus knew Polyphemus was trying to trap him. ""Our ship was destroyed in the storm,"" he lied. ""It was dashed against the rocks. With these good men I escaped, I ask you again, will you welcome us?"" 
",0.0
13,"Has this ever happened to you? 
You find a loose tooth in your mouth. 
Yikes! You can wiggle it with your finger. 
You can push it back and forth with your tongue. 
Then one day it falls out. 
There you are with your old baby tooth in your hand and a big hole in your mouth. 
It happens to everyone, everywhere, all over the world. 
""Look! Look! My tooth fell out! My tooth fell out!"" 
But what happens next? 
What in the world do you do with your tooth? 
North America. 
United States. 
I put my tooth under my pillow. While I'm sound asleep, the Tooth Fairy will come into my room, take my tooth, and leave some money in its place. 
Mexico. 
When I go to sleep, I leave my tooth in a box on the bedside table. I hope El Raton, the magic mouse, will take my tooth and bring me some money. He leaves more money for a front tooth. 
Yupik. 
My mother wraps my tooth in a food, like meat or bread. Then I feed it to a female dog and say, ""Replace this tooth with a better one."" 
Yellowknife Dene. 
My mother or grandmother takes my tooth and puts it in a tree and then my family dances around it. This makes certain that my new tooth will grow in as straight as a tree. 
Navajo. 
My mother saves my tooth until my mouth stops hurting. Then we take my tooth to the southeast, away from our house. We bury the tooth on the east side of a healthy young sagebrush, rabbit bush, or pinyon tree because we believe that east is the direction associated with childhood. 
",0.0
